Data name,chi-square,sum of square,R_M,R_M_error,R_M_error %,R_CT,R_CT_error,R_CT_error %,R_D,R_D_error,R_D_error %,R_I,R_I_error,R_I_error %,C_DL,C_DL_error,C_DL_error %,C_D,C_D_error,C_D_error %,C_I,C_I_error,C_I_error %,Q_W,Q_W_error,Q_W_error %,R_+||,R_+||_error,R_+||_error %,R_-||,R_-||_error,R_-||_error %,R_C_LIQ,R_C_LIQ_error,R_C_LIQ_error %,R_A_LIQ,R_A_LIQ_error,R_A_LIQ_error %,C_D_LIQ,C_D_LIQ_error,C_D_LIQ_error %
Data Path:,NaN,NaN,6.240000e+00,,,1.386900e+01,,,2.601000e+01,,,9.690000e+01,,,3.030000e-07,,,7.000000e-02,,,1.032000e+00,,,1.000000e-20,,,1.000000e-20,,,1.000000e-20,,,5.190000e+01,,,6.990000e+00,,,5.000000e-01,,
