Data name,chi-square,sum of square,L_STR,L_STR_error,L_STR_error %,R_STR,R_STR_error,R_STR_error %,R_M,R_M_error,R_M_error %,R_CT,R_CT_error,R_CT_error %,R_D,R_D_error,R_D_error %,R_I,R_I_error,R_I_error %,C_DL,C_DL_error,C_DL_error %,C_D,C_D_error,C_D_error %,C_I,C_I_error,C_I_error %,Q_W,Q_W_error,Q_W_error %,R_+||,R_+||_error,R_+||_error %,R_-||,R_-||_error,R_-||_error %,R_C_LIQ,R_C_LIQ_error,R_C_LIQ_error %,R_A_LIQ,R_A_LIQ_error,R_A_LIQ_error %,C_D_LIQ,C_D_LIQ_error,C_D_LIQ_error %,R_CT_LI,R_CT_LI_error,R_CT_LI_error %,C_DL_LI,C_DL_LI_error,C_DL_LI_error %
T:/4. OLO-LFP/2018/Linh/OLO/GRC2020/Consider Li impedance/Cd no factor Ci new factor/data/20200522/1st charging/G_EIS(26).txt,0.05669698822177693,8.788033174375423,3.854639e-07,3.599671e-08,9.338543e+00,3.756996e+00,6.512670e-01,1.733478e+01,8.508027e+00,1.203427e+00,1.414461e+01,1.857249e+01,9.527350e-01,5.129817e+00,8.237766e+00,1.957059e-03,2.375716e-02,1.069090e+02,6.106851e-02,5.712194e-02,1.304944e-06,2.646044e-07,2.027707e+01,3.403760e-01,7.991222e-04,2.347763e-01,1.033651e+00,7.239900e-04,7.004200e-02,4.830201e-04,6.402496e-05,1.325513e+01,1.000000e-20,,,1.000000e+20,,,1.631728e+01,4.235829e-01,2.595915e+00,1.005564e+01,3.156228e-01,3.138763e+00,3.701643e-01,3.459480e-02,9.345796e+00,3.703044e+00,7.321700e-01,1.977211e+01,1.400279e-04,3.088945e-05,2.205949e+01
