L,L_error,L_error %,R,R_error,R_error %,R_OHM,R_OHM_error,R_OHM_error %,RM,RM_error,RM_error %,RCT,RCT_error,RCT_error %,RD,RD_error,RD_error %,CDL_C0,CDL_C0_error,CDL_C0_error %,CDL_HNC,CDL_HNC_error,CDL_HNC_error %,CDL_HNT,CDL_HNT_error,CDL_HNT_error %,CDL_HNP,CDL_HNP_error,CDL_HNP_error %,CDL_HNU,CDL_HNU_error,CDL_HNU_error %,CD_C0,CD_C0_error,CD_C0_error %,CD_HNC,CD_HNC_error,CD_HNC_error %,CD_HNT,CD_HNT_error,CD_HNT_error %,CD_HNP,CD_HNP_error,CD_HNP_error %,CD_HNU,CD_HNU_error,CD_HNU_error %,CPE_B_T,CPE_B_T_error,CPE_B_T_error %,CPE_B_P,CPE_B_P_error,CPE_B_P_error %
1.000000e-20,,,1.000000e-20,,,6.160000e+00,,,6.240000e+00,,,1.386900e+01,,,2.601000e+01,,,3.030000e-07,,,1.000000e-20,,,1.000000e-20,,,1.000000e-20,,,1.000000e-20,,,7.000000e-02,,,1.032000e+00,,,1.000000e+02,,,1.000000e+00,,,1.000000e+00,,,3.360000e-04,,,5.000000e-01,,
